data_da,data_a,realizzatore,realizzatore_grezzo,committente,partito,valore_grezzo,valore_normalizzato,base_grezza,colonne_risposta,domanda,fonte
28/05/2026,29/05/2026,Tecné,tecné srl,rti,PD / Schlein,22.0,24.42,90.1,1,"se si votasse oggi per le politiche 
dichiarano il voto 55,7% - astensione e incerti 44,3% 
(rispondenti = 100%)",sondaggipoliticoelettorali.it
28/05/2026,29/05/2026,Tecné,tecné srl,rti,M5S / Conte,12.5,13.87,90.1,1,"se si votasse oggi per le politiche 
dichiarano il voto 55,7% - astensione e incerti 44,3% 
(rispondenti = 100%)",sondaggipoliticoelettorali.it
28/05/2026,29/05/2026,Tecné,tecné srl,rti,Italia Viva / Renzi,2.4,2.66,90.1,1,"se si votasse oggi per le politiche 
dichiarano il voto 55,7% - astensione e incerti 44,3% 
(rispondenti = 100%)",sondaggipoliticoelettorali.it
28/05/2026,29/05/2026,Tecné,tecné srl,rti,+Europa,1.5,1.66,90.1,1,"se si votasse oggi per le politiche 
dichiarano il voto 55,7% - astensione e incerti 44,3% 
(rispondenti = 100%)",sondaggipoliticoelettorali.it
28/05/2026,29/05/2026,Tecné,tecné srl,rti,Futuro Nazionale / Vannacci,3.6,4.0,90.1,1,"se si votasse oggi per le politiche 
dichiarano il voto 55,7% - astensione e incerti 44,3% 
(rispondenti = 100%)",sondaggipoliticoelettorali.it
28/05/2026,29/05/2026,Tecné,tecné srl,rti,Azione / Calenda,2.8,3.11,90.1,1,"se si votasse oggi per le politiche 
dichiarano il voto 55,7% - astensione e incerti 44,3% 
(rispondenti = 100%)",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,28.2,29.68,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.3,23.47,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,M5S / Conte,13.0,13.68,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.2,7.58,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.7,7.05,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,5.8,6.11,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,4.6,4.84,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.4,3.58,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.4,2.53,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/05/2026,01/06/2026,Swg,SWG S.p.A.,La7,+Europa,1.4,1.47,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,28.1,29.58,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.5,23.68,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.7,13.37,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.4,7.79,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.6,6.95,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.0,6.32,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,4.3,4.53,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.5,3.68,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.5,2.63,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
20/05/2026,25/05/2026,Swg,SWG S.p.A.,La7,+Europa,1.4,1.47,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,28.5,30.03,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.2,23.39,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.5,13.17,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.6,8.01,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.7,7.06,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.0,6.32,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,4.1,4.32,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.5,3.69,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.4,2.53,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/05/2026,18/05/2026,Swg,SWG S.p.A.,La7,+Europa,1.4,1.48,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,28.8,30.35,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.0,23.18,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.2,12.86,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.5,7.9,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.8,7.17,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.2,6.53,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.9,4.11,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.4,3.58,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.6,2.74,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
06/05/2026,11/05/2026,Swg,SWG S.p.A.,La7,+Europa,1.5,1.58,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,28.8,30.41,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.8,23.02,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.4,13.09,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.5,7.92,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.9,7.29,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.1,6.44,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.6,3.8,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.5,3.7,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.5,2.64,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
28/04/2026,04/05/2026,Swg,SWG S.p.A.,La7,+Europa,1.6,1.69,94.7,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,FdI / Meloni,28.2,28.89,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,Forza Italia / Tajani,8.7,8.91,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,Lega / Salvini,8.5,8.71,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,PD / Schlein,23.1,23.67,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,M5S / Conte,11.8,12.09,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,AVS / Fratoianni-Bonelli,6.8,6.97,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,Italia Viva / Renzi,2.6,2.66,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,+Europa,1.5,1.54,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,Futuro Nazionale / Vannacci,3.3,3.38,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
27/04/2026,28/04/2026,Only Numbers,Only Numbers,RTI-Reti Televisive Italiane S.p.A.,Azione / Calenda,3.1,3.18,97.6,1,"Se questa domenica ci fossero le elezioni politiche, Lei per quale partito
voterebbe?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.1,30.76,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.6,22.83,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.5,13.21,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.7,8.14,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.7,7.08,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.2,6.55,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.6,3.81,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.4,3.59,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.3,2.43,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
22/04/2026,27/04/2026,Swg,SWG S.p.A.,La7,+Europa,1.5,1.59,94.6,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,FdI / Meloni,29.0,32.77,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,Lega / Salvini,6.5,7.34,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,Forza Italia / Tajani,8.5,9.6,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,PD / Schlein,22.0,24.86,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,+Europa,1.0,1.13,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,M5S / Conte,13.5,15.25,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,Italia Viva / Renzi,2.5,2.82,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,Azione / Calenda,2.5,2.82,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
13/04/2026,15/04/2026,Istituto Piepoli,Istituto Piepoli,Istituto Piepoli,Futuro Nazionale / Vannacci,3.0,3.39,88.5,1,INTENZIONI DI VOTO,sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.3,30.87,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.6,22.76,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.4,13.07,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.8,8.22,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.7,7.06,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.5,6.85,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.4,3.58,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.3,3.48,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.4,2.53,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
15/04/2026,20/04/2026,Swg,SWG S.p.A.,La7,+Europa,1.5,1.58,94.9,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.3,30.84,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,PD / Schlein,21.9,23.05,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.2,12.84,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.7,8.11,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.6,6.95,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.3,6.63,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.5,3.68,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.5,3.68,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.4,2.53,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
08/04/2026,13/04/2026,Swg,SWG S.p.A.,La7,+Europa,1.6,1.68,95.0,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,FdI / Meloni,29.5,30.95,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,PD / Schlein,22.0,23.08,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,M5S / Conte,12.3,12.91,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,Forza Italia / Tajani,7.9,8.29,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,Lega / Salvini,6.6,6.93,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,AVS / Fratoianni-Bonelli,6.6,6.93,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,Azione / Calenda,3.4,3.57,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,Futuro Nazionale / Vannacci,3.3,3.46,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
25/03/2026,30/03/2026,Swg,SWG S.p.A.,La7,Italia Viva / Renzi,2.3,2.41,95.3,1,"Se dovesse votare oggi alle elezioni nazionali, a quale dei seguenti partiti darebbe il suo voto più probabilmente?",sondaggipoliticoelettorali.it
